Id;Label;age;n_pubs
13151943;13151943;0;1
12989999;12989999;22;11
12963193;12963193;3;7
12951940;12951940;2;4
14577230;14577230;1;2
14249498;14249498;11;7
14204340;14204340;1;2
14025835;14025835;7;5
13841095;13841095;0;1
13804210;13804210;9;9
13684250;13684250;25;81
13623199;13623199;0;1
13246097;13246097;4;6
12744676;12744676;2;8
12655281;12655281;13;14
11556889;11556889;2;4
11691202;11691202;3;6
11701555;11701555;0;1
11705299;11705299;0;1
11746209;11746209;0;1
12619132;12619132;4;2
14305620;14305620;0;1
13996523;13996523;1;2
12531123;12531123;0;1
12576364;12576364;0;1
12956840;12956840;0;1
13006876;13006876;4;6
13662140;13662140;12;17
13794551;13794551;13;63
13860197;13860197;37;151
13980863;13980863;0;1
14101559;14101559;0;1
14443029;14443029;0;1
14344114;14344114;0;1
13794609;13794609;25;104
14827273;14827273;0;1
11858649;11858649;0;1
11897859;11897859;1;3
11995125;11995125;0;1
12027045;12027045;10;5
12066521;12066521;1;2
12108512;12108512;2;3
12683829;12683829;6;3
13978777;13978777;0;1
15019363;15019363;0;1
15031063;15031063;1;2
15094074;15094074;0;1
15347195;15347195;0;2
14957747;14957747;5;5
15028543;15028543;0;1
15031065;15031065;0;1
15074517;15074517;0;1
15174543;15174543;3;4
15177351;15177351;0;1
14456531;14456531;15;37
14463687;14463687;1;3
14485179;14485179;2;6
14497496;14497496;13;15
12442730;12442730;4;10
14275118;14275118;5;5
15396766;15396766;9;17
15474464;15474464;0;1
13827575;13827575;0;1
13790960;13790960;3;3
13724093;13724093;30;82
13704505;13704505;16;30
13589104;13589104;4;4
13251765;13251765;0;1
13246232;13246232;3;6
13198117;13198117;0;1
13128759;13128759;5;10
13112915;13112915;37;209
13110830;13110830;19;34
13105748;13105748;0;1
13083705;13083705;30;15
13078338;13078338;1;2
12917917;12917917;0;1
14915926;14915926;0;2
14966030;14966030;11;6
12777231;12777231;0;1
12774287;12774287;0;1
12690023;12690023;0;1
12545595;12545595;26;121
13364254;13364254;0;1
15537760;15537760;0;1
15579874;15579874;0;1
15638091;15638091;0;1
15688395;15688395;1;5
14666673;14666673;0;1
14694851;14694851;0;1
14724448;14724448;1;2
14739290;14739290;1;2
14772382;14772382;0;1
14776962;14776962;2;5
14836673;14836673;6;4
12328641;12328641;7;19
12377560;12377560;33;34
12605870;12605870;0;1
12734789;12734789;0;1
13129974;13129974;2;3
13241595;13241595;19;49
13262820;13262820;1;2
13521245;13521245;0;1
13570763;13570763;6;6
14055009;14055009;11;7
14128191;14128191;1;3
14181772;14181772;0;1
14506795;14506795;10;17
12549296;12549296;0;2
12504911;12504911;0;1
12386472;12386472;1;2
12388103;12388103;0;2
12925918;12925918;5;3
13128161;13128161;0;1
13437922;13437922;8;16
12320598;12320598;32;94
12324596;12324596;0;1
12392841;12392841;18;134
12411557;12411557;0;1
12414901;12414901;0;1
14134225;14134225;28;40
13794761;13794761;1;2
13765732;13765732;8;10
13753295;13753295;5;7
13722530;13722530;0;1
13692131;13692131;13;65
13681668;13681668;2;4
13512386;13512386;5;9
13426700;13426700;1;3
13296997;13296997;0;1
13273116;13273116;9;8
13171335;13171335;13;11
13152719;13152719;0;1
12979208;12979208;0;1
12968230;12968230;7;10
12679787;12679787;25;153
14071081;14071081;0;1
14423924;14423924;2;4
14515431;14515431;0;1
14569286;14569286;3;9
14202414;14202414;1;2
14188167;14188167;2;2
13912218;13912218;15;62
13739782;13739782;20;59
13738310;13738310;0;1
13632177;13632177;0;1
13251910;13251910;9;31
13171617;13171617;0;1
13107139;13107139;1;5
13100230;13100230;25;79
13048179;13048179;23;69
13041232;13041232;0;1
12978987;12978987;0;1
12969229;12969229;0;1
12942755;12942755;2;5
12685458;12685458;5;3
12527790;12527790;19;7
14190478;14190478;9;4
14178427;14178427;0;1
14589606;14589606;8;38
14592532;14592532;8;7
14718711;14718711;0;1
15220745;15220745;2;5
15347172;15347172;1;2
12639366;12639366;4;5
12466551;12466551;7;8
12456857;12456857;0;1
12407155;12407155;2;3
12391209;12391209;0;1
16012660;16012660;0;1
16040836;16040836;0;1
16053763;16053763;9;29
16100259;16100259;0;1
16113327;16113327;17;33
16161425;16161425;0;1
16236765;16236765;0;1
14809460;14809460;28;13
14878665;14878665;7;13
14886050;14886050;22;35
14905320;14905320;0;1
14918991;14918991;4;3
15615065;15615065;1;2
15656013;15656013;9;6
15759311;15759311;11;46
15762084;15762084;3;3
15775205;15775205;0;1
15858351;15858351;6;22
15971006;15971006;36;238
16022582;16022582;0;1
16053352;16053352;0;1
16133671;16133671;9;5
16197661;16197661;0;1
16232425;16232425;0;1
13238063;13238063;0;1
12409125;12409125;0;1
14617186;14617186;5;3
14627814;14627814;37;108
14634189;14634189;3;4
14681196;14681196;0;1
15022802;15022802;0;1
15075912;15075912;0;1
15121874;15121874;0;1
15141762;15141762;12;40
15169955;15169955;9;8
15192585;15192585;0;1
14999930;14999930;11;4
15013919;15013919;4;4
15209387;15209387;23;32
15212596;15212596;10;22
15219515;15219515;6;6
16263678;16263678;3;12
16316739;16316739;2;8
16433710;16433710;0;1
16442784;16442784;0;1
16467484;16467484;9;34
16469405;16469405;0;1
16483245;16483245;2;4
16527819;16527819;7;21
16444267;16444267;9;4
16625972;16625972;22;60
14765894;14765894;5;12
14898849;14898849;0;1
14986725;14986725;4;13
14990442;14990442;0;1
15022798;15022798;16;22
15283582;15283582;0;2
15306780;15306780;7;12
15319867;15319867;3;4
15405165;15405165;15;42
15519228;15519228;0;1
15545700;15545700;8;6
15560942;15560942;5;2
15573442;15573442;0;1
15646529;15646529;0;1
15845671;15845671;1;2
15864559;15864559;6;9
16629963;16629963;23;47
16727832;16727832;4;5
17123769;17123769;1;3
17260142;17260142;4;4
17310195;17310195;0;1
17348532;17348532;1;3
17371095;17371095;5;6
17447971;17447971;3;2
17461308;17461308;21;9
17493782;17493782;0;1
17499965;17499965;0;1
17585383;17585383;2;4
17861922;17861922;0;1
17901816;17901816;2;5
17938284;17938284;10;6
18031789;18031789;4;4
18084916;18084916;0;1
18191625;18191625;2;3
18257024;18257024;7;6
18453728;18453728;0;1
18502845;18502845;0;1
18727293;18727293;4;5
18838548;18838548;0;1
18942317;18942317;0;1
18999892;18999892;0;1
19009069;19009069;0;1
19043362;19043362;4;5
19091276;19091276;0;2
19104480;19104480;1;3
19192802;19192802;15;2
19203316;19203316;6;3
15463416;15463416;7;8
15474465;15474465;0;1
15536048;15536048;12;6
15549069;15549069;6;5
19275612;19275612;0;1
19325265;19325265;0;1
19332839;19332839;2;3
19419357;19419357;0;1
19489535;19489535;3;7
19547191;19547191;0;1
19646381;19646381;24;14
19714619;19714619;4;3
19719196;19719196;11;26
19808272;19808272;0;1
19883597;19883597;0;2
19969983;19969983;0;1
19980111;19980111;19;22
20187112;20187112;13;13
20230178;20230178;4;4
20258290;20258290;0;1
20292132;20292132;0;1
20299037;20299037;0;1
20306321;20306321;0;1
12598487;12598487;0;2
12605882;12605882;0;1
12634526;12634526;0;1
12680311;12680311;8;8
20395601;20395601;9;18
20402503;20402503;11;18
20761352;20761352;2;4
20782511;20782511;2;4
20787860;20787860;4;6
20788041;20788041;0;1
16707487;16707487;0;1
16967108;16967108;0;1
13256105;13256105;0;1
13631719;13631719;0;1
20858955;20858955;5;14
15081994;15081994;0;1
15200382;15200382;6;9
15219091;15219091;2;7
15268036;15268036;1;4
15330338;15330338;5;6
15563742;15563742;9;42
15582526;15582526;3;4
15640286;15640286;0;1
15684806;15684806;0;1
15836872;15836872;6;10
15861643;15861643;4;2
13675328;13675328;0;1
15745132;15745132;0;1
15833374;15833374;0;1
14476281;14476281;4;16
13628661;13628661;0;1
13124145;13124145;22;33
12900565;12900565;0;2
12769348;12769348;0;1
12642689;12642689;31;19
12622051;12622051;11;24
17142713;17142713;8;3
17343667;17343667;0;1
17434515;17434515;10;20
17468718;17468718;38;151
17554352;17554352;0;1
17607857;17607857;9;63
17638739;17638739;15;34
17651248;17651248;0;2
15992594;15992594;3;2
16026286;16026286;5;5
16065243;16065243;7;7
16105317;16105317;2;6
16182999;16182999;0;1
16183065;16183065;3;6
21379715;21379715;3;4
21419538;21419538;10;56
21581936;21581936;6;12
17835781;17835781;21;334
18001065;18001065;4;3
21717522;21717522;8;16
21738913;21738913;3;13
21750331;21750331;2;3
21774631;21774631;0;1
21894977;21894977;10;48
21931745;21931745;0;1
18045855;18045855;0;1
18046164;18046164;0;1
18154519;18154519;0;1
18157804;18157804;11;11
18414744;18414744;0;1
22340698;22340698;0;1
23296314;23296314;0;1
13056257;13056257;2;2
12643811;12643811;0;1
14431232;14431232;1;2
14412641;14412641;12;22
14378388;14378388;0;1
14279445;14279445;0;2
14196617;14196617;0;1
18649386;18649386;0;1
18733473;18733473;19;52
18734786;18734786;6;4
18736492;18736492;3;3
18853078;18853078;11;25
18879441;18879441;0;1
18892175;18892175;3;3
18939139;18939139;16;13
19045163;19045163;3;5
19122405;19122405;15;42
19129800;19129800;15;105
19133580;19133580;0;1
19192801;19192801;2;4
19204063;19204063;1;2
19237253;19237253;0;1
19259583;19259583;5;5
19264570;19264570;5;10
19280307;19280307;1;2
19292916;19292916;9;13
19292982;19292982;0;1
19416277;19416277;10;10
19422636;19422636;1;2
19452145;19452145;3;6
19566532;19566532;0;1
19664225;19664225;11;33
19743718;19743718;6;10
19788867;19788867;0;1
20095948;20095948;2;3
20126766;20126766;26;48
20273995;20273995;0;1
20276503;20276503;0;1
20300576;20300576;0;1
20305088;20305088;0;1
20356823;20356823;13;10
20478332;20478332;0;1
20519001;20519001;4;6
20538987;20538987;2;3
20687329;20687329;0;1
20740575;20740575;2;3
20915160;20915160;13;11
20924881;20924881;2;3
20930327;20930327;0;1
21183766;21183766;5;4
21197400;21197400;0;1
21247104;21247104;0;2
21316128;21316128;4;4
21325318;21325318;0;2
16290893;16290893;2;2
16418524;16418524;0;1
16441688;16441688;10;19
16460091;16460091;2;4
16465088;16465088;0;1
16509491;16509491;0;1
15891230;15891230;0;1
16039370;16039370;3;9
16071607;16071607;1;6
16105318;16105318;0;1
15445615;15445615;2;8
15469988;15469988;3;5
15542924;15542924;5;7
15544358;15544358;0;2
14624114;14624114;9;12
14732317;14732317;5;6
23453545;23453545;0;1
23518008;23518008;0;1
23573141;23573141;2;2
24181624;24181624;5;6
22337286;22337286;0;1
24153266;24153266;0;1
24069787;24069787;0;1
24051635;24051635;18;39
24635618;24635618;17;62
24015086;24015086;18;59
23961187;23961187;2;3
23929132;23929132;0;1
23916163;23916163;0;1
23859294;23859294;21;8
23837783;23837783;10;27
23695559;23695559;0;1
23694506;23694506;0;1
24957652;24957652;2;3
24968129;24968129;0;1
23409125;23409125;4;11
23108434;23108434;0;1
23105244;23105244;9;9
23043708;23043708;0;1
23004332;23004332;3;9
22977241;22977241;26;129
22977124;22977124;1;2
25763292;25763292;0;1
22758359;22758359;9;4
25809369;25809369;1;2
22630040;22630040;22;23
22600291;22600291;1;3
22596383;22596383;0;1
22470418;22470418;7;22
22415084;22415084;11;44
22305034;22305034;0;1
26477316;26477316;0;1
24552876;24552876;0;1
24660907;24660907;1;3
24661257;24661257;0;2
24664048;24664048;0;1
24733339;24733339;0;1
24380790;24380790;0;1
15997916;15997916;0;1
16090786;16090786;7;8
14884926;14884926;30;58
14940228;14940228;0;1
15014589;15014589;2;2
15015729;15015729;2;8
21338381;21338381;0;1
21405397;21405397;1;2
21422518;21422518;0;1
21460749;21460749;0;1
21558751;21558751;31;634
21636963;21636963;4;3
21645128;21645128;0;1
21722074;21722074;0;1
21726584;21726584;0;1
21881074;21881074;2;12
21932609;21932609;0;1
21935683;21935683;5;3
21962932;21962932;1;2
15657295;15657295;3;3
16000469;16000469;0;1
16010940;16010940;3;7
16260386;16260386;3;3
16342091;16342091;0;1
16621910;16621910;0;1
15170274;15170274;0;1
15258000;15258000;0;1
15282793;15282793;0;1
15402964;15402964;13;21
15437399;15437399;0;1
15437567;15437567;0;1
16660939;16660939;8;25
16751640;16751640;1;2
16938803;16938803;6;33
16958389;16958389;14;10
16961797;16961797;2;5
16974267;16974267;0;1
16984744;16984744;0;2
16663507;16663507;0;1
16718506;16718506;0;1
16784335;16784335;0;1
16785322;16785322;0;1
16801669;16801669;1;2
16860748;16860748;0;1
16967240;16967240;0;1
17116261;17116261;2;4
17144491;17144491;0;1
17159213;17159213;15;58
17228155;17228155;1;3
17269532;17269532;6;6
17351374;17351374;5;3
17376842;17376842;9;15
17428467;17428467;0;2
17525503;17525503;8;9
17530433;17530433;0;1
17532737;17532737;2;2
17551357;17551357;0;1
17553476;17553476;4;4
17565529;17565529;31;46
17579919;17579919;5;4
17836452;17836452;7;16
17887928;17887928;0;1
17957419;17957419;0;3
17970452;17970452;0;1
17977908;17977908;0;1
18041065;18041065;34;34
18045946;18045946;0;1
18116337;18116337;5;8
18121935;18121935;2;4
18184240;18184240;4;9
18228227;18228227;0;1
18244071;18244071;32;13
18374177;18374177;0;1
18413199;18413199;7;6
18438872;18438872;1;2
18472763;18472763;1;2
18512875;18512875;17;14
18912150;18912150;7;9
19022904;19022904;4;4
19036643;19036643;0;1
19041624;19041624;17;19
19209533;19209533;0;1
19226682;19226682;3;3
19293262;19293262;19;31
19323628;19323628;5;9
19379951;19379951;0;1
19723392;19723392;8;14
19765607;19765607;0;1
19901147;19901147;2;2
19986397;19986397;2;3
20020136;20020136;2;3
20073701;20073701;0;1
20106208;20106208;0;3
20196856;20196856;8;27
20230012;20230012;7;7
20263822;20263822;0;1
20267330;20267330;0;1
20272445;20272445;0;1
20275822;20275822;0;1
20286032;20286032;0;1
20298950;20298950;0;1
20305870;20305870;0;1
20347586;20347586;0;1
20354105;20354105;34;60
20720473;20720473;0;1
20793909;20793909;3;4
20871954;20871954;0;1
20894081;20894081;4;8
20915824;20915824;10;11
21010252;21010252;0;1
21114904;21114904;2;5
21131733;21131733;12;8
16185755;16185755;3;8
16290424;16290424;0;3
16418442;16418442;33;11
16459690;16459690;11;8
16510075;16510075;0;1
17074390;17074390;3;4
17185496;17185496;29;114
17317841;17317841;24;73
17350665;17350665;3;4
17614638;17614638;35;203
17619703;17619703;0;1
17971548;17971548;13;30
18004240;18004240;0;1
18102525;18102525;0;1
18124449;18124449;0;1
18128212;18128212;1;2
26465969;26465969;0;1
26343984;26343984;6;14
24553894;24553894;0;1
26567449;26567449;4;5
18284906;18284906;0;1
18527991;18527991;0;1
18536779;18536779;2;2
18642203;18642203;0;1
18738599;18738599;0;1
24668710;24668710;0;2
27182684;27182684;35;77
27273064;27273064;0;2
18850507;18850507;0;1
19041665;19041665;3;5
19086136;19086136;0;1
19093609;19093609;19;13
24926768;24926768;9;8
24971223;24971223;0;2
25079201;25079201;0;1
25120013;25120013;2;5
25277728;25277728;3;5
19239005;19239005;2;6
19245004;19245004;4;2
19307225;19307225;13;14
19325628;19325628;5;9
19417276;19417276;12;3
25315481;25315481;21;31
25375363;25375363;0;1
25380980;25380980;16;96
25506673;25506673;0;1
19529518;19529518;4;2
19529569;19529569;1;2
19538108;19538108;0;1
19620098;19620098;0;2
19693802;19693802;5;5
19784669;19784669;0;1
19785905;19785905;0;1
19829723;19829723;0;1
19871641;19871641;0;1
21505657;21505657;0;1
21697617;21697617;0;1
21700594;21700594;0;1
21737493;21737493;23;42
21817313;21817313;4;3
21831517;21831517;8;21
28100213;28100213;8;15
25668599;25668599;0;1
25702963;25702963;2;2
25716732;25716732;14;12
20045600;20045600;0;1
20073659;20073659;0;1
20079192;20079192;2;6
20099029;20099029;0;1
20110476;20110476;0;1
20123127;20123127;0;1
20149820;20149820;0;1
20159461;20159461;1;4
20264149;20264149;0;1
20292442;20292442;0;1
20294797;20294797;0;1
20296137;20296137;0;1
20298358;20298358;0;1
20345322;20345322;3;9
20435115;20435115;9;37
20477384;20477384;0;1
20538767;20538767;2;2
25750024;25750024;34;36
25754568;25754568;0;1
25874564;25874564;10;14
28604012;28604012;2;5
20813536;20813536;1;3
20885819;20885819;0;1
21964500;21964500;17;33
22012849;22012849;0;1
22107124;22107124;0;1
22115348;22115348;0;1
22146532;22146532;3;8
26041806;26041806;14;58
26042141;26042141;5;3
26132754;26132754;5;4
21013567;21013567;4;4
21022844;21022844;17;16
21087305;21087305;2;5
21156178;21156178;0;1
21204089;21204089;12;17
21216942;21216942;2;2
21317769;21317769;0;1
21337591;21337591;0;1
21406779;21406779;1;2
21443732;21443732;0;1
21504413;21504413;0;1
21514543;21514543;0;1
21657199;21657199;0;1
21771179;21771179;0;1
21936580;21936580;5;7
26721252;26721252;0;1
29200679;29200679;6;2
26868892;26868892;0;1
29222489;29222489;0;1
26890434;26890434;3;5
27151564;27151564;0;1
29402331;29402331;0;1
27238585;27238585;0;1
15500196;15500196;0;1
15642184;15642184;28;336
15698572;15698572;16;37
29660054;29660054;0;1
27387379;27387379;17;3
29677151;29677151;4;4
27689072;27689072;5;15
27700818;27700818;0;1
30216700;30216700;0;1
28018472;28018472;26;10
16017088;16017088;0;1
16042515;16042515;38;163
16259086;16259086;6;10
30426839;30426839;4;6
28248104;28248104;5;3
29090243;29090243;2;2
28324179;28324179;3;3
30980088;30980088;8;4
28523306;28523306;11;22
16418447;16418447;15;6
16633910;16633910;1;2
16649445;16649445;0;1
16728302;16728302;3;16
16765897;16765897;7;3
16768571;16768571;7;11
16800370;16800370;1;2
17001211;17001211;10;17
17132669;17132669;0;2
17133039;17133039;0;1
17212589;17212589;0;1
17227606;17227606;0;1
17249823;17249823;6;3
17262232;17262232;0;1
17284923;17284923;5;3
17316341;17316341;0;1
17372070;17372070;5;6
17424076;17424076;12;8
17462441;17462441;2;5
17501115;17501115;11;4
17533278;17533278;0;1
17549052;17549052;1;2
17551358;17551358;0;1
17578693;17578693;1;2
17705909;17705909;0;1
17880228;17880228;4;5
17901713;17901713;14;85
17952058;17952058;19;11
17977989;17977989;0;1
18009407;18009407;5;22
18103329;18103329;0;1
18133422;18133422;22;75
18145720;18145720;0;1
18193745;18193745;9;32
18200306;18200306;4;6
18384603;18384603;0;2
18416791;18416791;0;1
18519235;18519235;0;1
18536928;18536928;2;2
18740686;18740686;36;110
18806230;18806230;0;2
18836939;18836939;13;48
19002000;19002000;0;1
19022449;19022449;0;1
19036655;19036655;19;37
19154779;19154779;10;19
19177350;19177350;0;2
19236008;19236008;14;7
19253992;19253992;0;1
19274616;19274616;2;2
19428370;19428370;2;4
19442076;19442076;2;6
19546260;19546260;3;6
19619258;19619258;2;7
19622427;19622427;0;1
19653511;19653511;11;8
19734065;19734065;25;14
19790021;19790021;0;1
19830731;19830731;0;1
19850719;19850719;0;1
19861081;19861081;0;1
20006179;20006179;0;1
20047023;20047023;22;6
20054211;20054211;0;1
20097629;20097629;1;3
20121697;20121697;0;1
20156323;20156323;23;80
20201556;20201556;1;2
20229098;20229098;7;7
20260809;20260809;0;1
20272275;20272275;0;1
20295582;20295582;0;1
20304804;20304804;0;1
20392069;20392069;0;1
20466784;20466784;1;2
20745344;20745344;26;31
20759050;20759050;5;3
20760547;20760547;24;61
20787964;20787964;2;4
20798485;20798485;3;7
20812664;20812664;7;11
20901374;20901374;28;62
20930313;20930313;1;2
20935368;20935368;5;5
20972529;20972529;0;1
20980083;20980083;21;43
20996491;20996491;5;7
20999910;20999910;0;1
21066460;21066460;0;1
21127960;21127960;4;8
21152128;21152128;0;1
28745249;28745249;2;3
28771889;28771889;0;1
28808272;28808272;5;10
28907776;28907776;8;5
28943325;28943325;2;3
31448475;31448475;7;6
29131038;29131038;0;1
28974609;28974609;2;7
29170531;29170531;8;3
31692725;31692725;18;13
31860785;31860785;0;1
16649444;16649444;0;1
16697742;16697742;7;28
16705028;16705028;0;1
16723259;16723259;0;2
16961715;16961715;0;1
17022030;17022030;0;1
17032126;17032126;25;66
17145015;17145015;13;10
17153622;17153622;15;21
17171489;17171489;7;27
17273267;17273267;0;1
32104971;32104971;30;15
29579015;29579015;1;5
32282641;32282641;2;3
29925567;29925567;0;1
29982556;29982556;0;1
29994070;29994070;0;1
30000104;30000104;0;1
30799178;30799178;0;1
32594079;32594079;0;1
17353121;17353121;2;2
17394850;17394850;0;3
17461436;17461436;9;3
17629711;17629711;1;3
17681436;17681436;6;9
17746616;17746616;0;1
17871960;17871960;10;10
30181536;30181536;0;2
30254803;30254803;0;1
30273838;30273838;0;1
32762861;32762861;18;121
32774490;32774490;6;3
32778083;32778083;8;13
32804942;32804942;5;5
30912122;30912122;0;1
18044400;18044400;4;9
18075867;18075867;0;2
18100269;18100269;0;1
18215753;18215753;12;8
18268178;18268178;0;1
18298660;18298660;6;8
33045866;33045866;0;1
33053354;33053354;0;1
30997321;30997321;0;1
30801535;30801535;0;1
18311464;18311464;5;7
18387304;18387304;6;2
18506715;18506715;0;1
18526488;18526488;0;1
18683967;18683967;2;5
18685052;18685052;4;6
18692874;18692874;13;28
18693427;18693427;1;4
18703185;18703185;0;1
33209750;33209750;11;17
31021921;31021921;2;4
31042378;31042378;0;1
31043749;31043749;3;3
31148384;31148384;0;1
31237460;31237460;0;1
31406677;31406677;3;5
31424140;31424140;7;7
18766025;18766025;5;5
18819086;18819086;2;6
18822228;18822228;25;75
18869843;18869843;31;26
18883330;18883330;0;1
19007672;19007672;0;1
19027641;19027641;3;3
21281241;21281241;5;7
21443728;21443728;7;8
21547103;21547103;0;1
21577092;21577092;20;61
21704031;21704031;0;1
31377279;31377279;0;1
31392419;31392419;0;1
33765438;33765438;5;4
19106776;19106776;9;25
19152553;19152553;3;4
19278616;19278616;0;1
19307792;19307792;3;7
19332679;19332679;1;4
21750793;21750793;3;4
21819145;21819145;0;1
21932225;21932225;5;4
21935701;21935701;4;6
19634890;19634890;29;13
19735113;19735113;0;1
19743005;19743005;1;2
19772234;19772234;0;1
19795445;19795445;0;1
19927677;19927677;6;12
19936635;19936635;1;3
19947816;19947816;13;58
20019644;20019644;0;1
20196077;20196077;1;2
20240150;20240150;0;1
20258951;20258951;0;1
20263746;20263746;0;1
20290071;20290071;0;1
20298893;20298893;0;1
20318747;20318747;1;2
20338518;20338518;5;4
20466587;20466587;2;2
20629367;20629367;0;1
20695315;20695315;0;1
20742911;20742911;37;371
20751850;20751850;0;1
20753337;20753337;19;19
31677267;31677267;0;1
34075004;34075004;17;45
32107279;32107279;2;2
20854902;20854902;4;2
20864677;20864677;9;28
20875843;20875843;6;2
20889594;20889594;0;1
21014689;21014689;2;3
21058158;21058158;0;1
21074938;21074938;0;1
21078780;21078780;13;8
34227906;34227906;4;9
34343490;34343490;36;49
21154956;21154956;0;1
21303245;21303245;0;1
21443729;21443729;5;4
22464471;22464471;5;6
22566865;22566865;1;2
22948846;22948846;4;4
23113416;23113416;33;27
34420166;34420166;31;35
32612763;32612763;6;5
33801974;33801974;0;1
21523468;21523468;0;1
21544275;21544275;32;77
21880429;21880429;0;1
21900398;21900398;0;1
21963404;21963404;4;6
21990963;21990963;0;1
22069128;22069128;7;4
22123627;22123627;6;9
22130966;22130966;19;24
22131934;22131934;7;20
34855476;34855476;24;149
33890200;33890200;13;3
33895980;33895980;0;1
33584159;33584159;4;4
34184386;34184386;22;75
34235948;34235948;0;1
35276713;35276713;20;99
35283602;35283602;5;2
32686886;32686886;1;2
32687386;32687386;12;11
32692765;32692765;16;22
35395756;35395756;0;1
35399886;35399886;0;1
32802148;32802148;0;1
33208381;33208381;1;2
32976760;32976760;0;1
33060092;33060092;0;1
33068748;33068748;1;3
33262379;33262379;19;40
35934850;35934850;0;1
33108070;33108070;19;43
33367317;33367317;9;15
33381136;33381136;3;7
33437392;33437392;13;28
33483183;33483183;4;8
33675193;33675193;0;1
33684336;33684336;32;14
34360287;34360287;0;1
15834648;15834648;27;32
15834905;15834905;4;5
15980698;15980698;6;8
16012661;16012661;0;1
23465562;23465562;16;31
23466483;23466483;0;1
23485335;23485335;6;13
24582539;24582539;0;1
24456328;24456328;0;1
24673906;24673906;15;10
24445381;24445381;6;12
24405456;24405456;11;34
24385685;24385685;0;1
24253958;24253958;0;1
24179286;24179286;0;1
24119154;24119154;3;4
24085898;24085898;0;1
24058253;24058253;30;20
24040270;24040270;5;5
24017041;24017041;0;2
23894537;23894537;0;1
23822641;23822641;3;7
23785892;23785892;0;1
23734552;23734552;0;1
25402623;25402623;29;68
25461080;25461080;0;1
23552820;23552820;0;1
23502047;23502047;5;5
23446878;23446878;0;1
23121689;23121689;0;1
25860444;25860444;3;5
23073789;23073789;14;51
22937331;22937331;0;1
22840799;22840799;8;8
22807793;22807793;36;105
22759062;22759062;4;3
26386851;26386851;8;5
22579401;22579401;7;9
22534763;22534763;9;6
34348001;34348001;1;2
34827032;34827032;8;3
34982892;34982892;18;19
33606987;33606987;1;2
36705211;36705211;12;4
34521159;34521159;2;2
34534349;34534349;0;1
22419579;22419579;16;36
26529276;26529276;0;2
26638158;26638158;27;16
26661003;26661003;0;1
24697037;24697037;21;135
24775803;24775803;0;1
27052057;27052057;7;3
25214471;25214471;13;18
27385841;27385841;4;4
27490493;27490493;28;17
25499637;25499637;9;17
25509598;25509598;0;1
27623022;27623022;8;13
27684490;27684490;27;37
25712839;25712839;0;1
25746232;25746232;8;8
37149646;37149646;5;4
37479635;37479635;4;7
36231266;36231266;19;53
37540935;37540935;0;1
35124647;35124647;0;1
35174134;35174134;0;1
35201741;35201741;4;10
35278035;35278035;18;66
35283351;35283351;4;2
37739162;37739162;6;5
35294562;35294562;9;9
35327689;35327689;0;1
37773975;37773975;0;1
37781160;37781160;2;6
35393952;35393952;1;2
35447967;35447967;0;1
37926710;37926710;0;1
35497167;35497167;6;4
35498490;35498490;18;14
38144392;38144392;0;1
35867234;35867234;0;1
35872245;35872245;0;1
38272626;38272626;4;8
36073548;36073548;0;1
36121983;36121983;5;2
28048989;28048989;19;129
26912360;26912360;4;13
28074444;28074444;7;6
25369900;25369900;12;2
28238709;28238709;0;2
25753248;25753248;4;4
25907422;25907422;10;6
28561711;28561711;0;1
28706090;28706090;0;1
26238026;26238026;16;33
26530615;26530615;0;1
26571391;26571391;4;5
29037751;29037751;0;1
26590629;26590629;1;3
22076760;22076760;38;180
22116636;22116636;0;1
22298161;22298161;0;1
22299070;22299070;0;1
22948843;22948843;0;1
23010552;23010552;0;1
36344891;36344891;0;1
38575771;38575771;0;1
36449447;36449447;0;1
38633081;38633081;0;2
36468832;36468832;16;121
36493231;36493231;18;26
38757789;38757789;0;1
23606120;23606120;0;1
24062002;24062002;12;24
24178286;24178286;0;1
24225986;24225986;25;6
24251322;24251322;10;16
24475400;24475400;0;1
24488338;24488338;3;10
38990979;38990979;0;1
36619829;36619829;1;4
39080923;39080923;18;189
36696923;36696923;9;25
39159975;39159975;2;4
36752911;36752911;0;1
26955544;26955544;0;1
29251871;29251871;4;8
29345127;29345127;24;39
27341417;27341417;29;180
27455130;27455130;0;1
29686060;29686060;1;2
27477907;27477907;31;36
27683036;27683036;9;12
27880848;27880848;0;1
37333467;37333467;0;1
37356413;37356413;3;2
39730036;39730036;0;1
37542925;37542925;3;4
40104446;40104446;0;1
37769882;37769882;1;3
37853692;37853692;6;5
37857703;37857703;4;6
37958429;37958429;0;1
37973306;37973306;1;2
37990485;37990485;0;1
38184867;38184867;3;4
38196732;38196732;21;111
38276119;38276119;0;1
24592949;24592949;0;1
24635701;24635701;1;2
24750888;24750888;2;4
24550267;24550267;24;13
24518777;24518777;6;11
24456005;24456005;12;26
24245763;24245763;13;23
24151373;24151373;0;1
25284618;25284618;0;1
25284879;25284879;0;1
23981882;23981882;0;1
25358181;25358181;0;1
25369911;25369911;4;5
27979434;27979434;22;46
28008628;28008628;1;2
28010185;28010185;2;3
28016751;28016751;13;77
30225958;30225958;5;7
28060089;28060089;0;1
28062025;28062025;0;1
28139938;28139938;4;7
28469491;28469491;1;3
28531363;28531363;0;1
